社員番号,フォロワー数,いいね数
401202,111,2398
401002,64,22
400931,86,16
400642,67,802
400581,25,63
400569,28,0
400442,14,5
400319,71,176
400092,33,46
400036,44,28
312463,167,48
312079,18,47
311992,15,0
311803,30,136
311647,398,23798
311514,51,465
311364,138,970
311025,275,562
310910,15,0
310871,27,516
310704,91,3948
310493,21,62
310071,66,106
309713,194,218
309696,91,1653
309591,215,891
309280,272,3721
309179,312,4706
308981,10,2
307965,82,36
307943,36,74
307854,78,695
307743,264,633
307632,11,91
307593,410,4592
307387,21,22
307082,25,264
307054,27,78
307010,211,945
306999,17,0
306650,101,1027
306561,387,2056
306361,24,30
306294,298,2031
306222,25,234
306072,96,9
305989,19,0
305951,22,30
305795,15,0
305478,453,3247
305395,218,499
305256,27,39
305117,16,2
304935,21,8
304868,59,62
304779,149,1442
304707,260,2399
304652,209,539
304624,14,2
304430,17,69
304252,19,17
304230,23,106
303981,29,296
303597,28,46
303175,30,83
302826,305,2976
302626,146,1294
302593,271,683
302482,176,1488
302476,231,959
302454,33,370
302371,69,1097
302359,23,2
301961,225,221
301816,166,6745
301727,258,3414
301511,24,5
301022,142,136
300690,44,996
300551,20,0
300428,230,5478
300323,16,0
200248,24,36
200082,211,556
